Portal,Report Name,Table,Columns In the Table,Data Type,Description
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,page_views_percentage,Double Precision,The percentage of page views on a browser that a particular SKU/ASIN receives relative to the total number of page views for all products.
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,page_views_percentage_mobile_app,Double Precision,The percentage of page views on mobile app that a particular SKU/ASIN receives relative to the total number of page views for all products.
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,page_views_percentage_total,Double Precision,The percentage of total page views (browser + mobile) that a particular SKU/ASIN receives relative to the total number of page views for all products.
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,page_views_total,Integer,Total number of times the product detail page is viewed (browser + mobile app)
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,parent_asin,Character Varying,General ASIN 
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,session_percentage,Double Precision,The percentage of sessions on a browser that contain at least one page view for a particular SKU/ASIN relative to the total number of sessions on a browser for all products.
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,session_percentage_mobile_app,Double Precision,The percentage of sessions on mobile app that contain at least one page view for a particular SKU/ASIN relative to the total number of sessions on a browser for all products.
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,session_percentage_total,Double Precision,The percentage of total sessions (browser +mobile) that contain at least one page view for a particular SKU/ASIN relative to the total number of sessions on a browser for all products.
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,sessions,Integer,Number of people who visited a product detail page when on a browser
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,sessions_mobile_app,Integer,Number of people who visited a product detail page when on a mobile app
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,sessions_total,Integer,Total number of people who visited a product detail page (Browser + Mobile App)
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,title,Character Varying,Product name
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,total_order_items,Integer,"Total number of ordered items, inclusive of b2b"
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,total_order_items_b2b,Integer,Total number of ordered items by a business
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,unit_session_percentage,Double Precision,The number of units purchased relative to the number of customers who viewed the products. Calculated by dividing the number of units by the total number of sessions (browser + mobiple app).
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,unit_session_percentage_b2b,Double Precision,The number of B2B units purchased relative to the number of customers who viewed the products. Calculated by dividing the number of B2B units by the total number of sessions (browser + mobile app) for a selected time period.
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,units_ordered,Integer,"Number of units ordered, inclusive of B2B"
SC,Sales and Traffic by Child Item,sales_and_traffic_detail_sales_traffic_by_child_item,units_ordered_b2b,Integer,Number of units ordered by a business
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,_created_on,timestamp with time zone,Date the record was created
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,_revision,Integer,Number of times the record has changed
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,buy_box_percentage,Double Precision,Percentage of page views where the buy box appeared on the page for customers to add the product to their cart
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,child_asin,Character Varying,Specific ASIN
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,date,timestamp with time zone,"Date of the order, return, or pageview"
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,id,Integer,Unique number assigned to every line in the table
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,ordered_product_sales,Double Precision,"Total revenue from a product ordered during a determined time period, inclusive of B2B"
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,ordered_product_sales_b2b,Double Precision,B2B revenue from a product ordered during a determined time period
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,page_view_mobile_app,Integer,Number of times the product detail page is viewed on a mobile app.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,page_views,Integer,Number of times the product detail page is viewed on a browser.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,page_views_percentage,Double Precision,The percentage of page views on a browser that a particular SKU/ASIN receives relative to the total number of page views for all products.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,page_views_percentage_mobile_app,Double Precision,The percentage of page views on mobile app that a particular SKU/ASIN receives relative to the total number of page views for all products.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,page_views_percentage_total,Double Precision,The percentage of total page views (browser + mobile) that a particular SKU/ASIN receives relative to the total number of page views for all products.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,page_views_total,Integer,Total number of times the product detail page is viewed (browser + mobile app)
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,parent_asin,Character Varying,General ASIN 
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,session_percentage,Double Precision,The percentage of sessions on a browser that contain at least one page view for a particular SKU/ASIN relative to the total number of sessions on a browser for all products.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,session_percentage_mobile_app,Double Precision,The percentage of sessions on mobile app that contain at least one page view for a particular SKU/ASIN relative to the total number of sessions on a browser for all products.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,session_percentage_total,Double Precision,The percentage of total sessions (browser +mobile) that contain at least one page view for a particular SKU/ASIN relative to the total number of sessions on a browser for all products.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,sessions,Integer,Number of people who visited a product detail page when on a browser
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,sessions_mobile_app,Integer,Number of people who visited a product detail page when on a mobile app
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,sessions_total,Integer,Total number of people who visited a product detail page (Browser + Mobile App)
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,sku,Character Varying,Stock Keeping Unit (SKU)
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,title,Character Varying,Product name
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,total_order_items,Integer,"Total number of ordered items, inclusive of B2B"
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,total_order_items_b2b,Integer,Total number of ordered items by a business
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,unit_session_percentage,Double Precision,The number of units purchased relative to the number of customers who viewed the products. Calculated by dividing the number of units by the total number of sessions (browser + mobiple app).
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,unit_session_percentage_b2b,Double Precision,The number of B2B units purchased relative to the number of customers who viewed the products. Calculated by dividing the number of B2B units by the total number of sessions (browser + mobile app) for a selected time period.
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,units_ordered,Integer,"Number of units ordered, inclusive of B2B"
SC,Sales and traffic by SKU,sales_and_traffic_detail_sales_traffic_by_sku,units_ordered_b2b,Integer,Number of units ordered by a business
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,_created_on,timestamp with time zone,Date the record was created
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,_partneruuid,Character Varying,Partner Unique Identifier
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,_revision,Integer,Number of times the record has changed
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,asin,Character Varying,Amazon Standard Identification Number (ASIN)
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,discrepancy,Integer,Delta between units located and units expected
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,ean,Character Varying,International Article Number or European Article Number
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,fnsku,Character Varying,Amazon's Fulfillment Network SKU identifier
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,id,Integer,Unique number assigned to every line in the table
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,msku,Character Varying,Manufacturing Stock Keeping Unit (SKU)
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,shipped_from,Character Varying,Address FBA shipment is coming from
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,shipped_to,Character Varying,Address FBA shipment is going to
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,shipping_id,Character Varying,FBA shipment ID
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,status,Character Varying,Status of FBA Shipment
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,title,Character Varying,Title of product being shipped
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,units_expected,Integer,Units expected in FBA Shipment
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,units_located,Integer,Units located in FBA Shipment
SC,Shipping Queue: Contents,inventory_shipping_queue_contents,upc,Character Varying,Universal Product Code
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,_created_on,timestamp with time zone,Date the record was created
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,_partneruuid,Character Varying,Partner Unique Identifier
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,_revision,Integer,Number of times the record has changed
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,created,timestamp with time zone,Date FBA shipment was created
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,id,Integer,Unique number assigned to every line in the table
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,last_updated,timestamp with time zone,Date FBA was last updated
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,ship_to,Character Varying,Address FBA shipment is going to
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,shipment_id,Character Varying,FBA shipment ID
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,shipment_name,Character Varying,Name of FBA Shipment
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,skus,Integer,Number of SKUs in FBA shipment
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,status,Character Varying,Status of FBA Shipment
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,units_expected,Integer,Units expected in FBA shipment
SC,Shipping Queue: Summary,inventory_shipping_queue_summary,units_received,Integer,Units received from FBA shipment
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,_created_on,timestamp with time zone,Date the record was created
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,_revision,Integer,Number of times the record has changed
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,5_second_view_rate,Double Precision,Rate of views that were on 5 second views
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,5_second_views,Integer,5 second views
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_brand_total_detail_page_views,Integer,Detail page views in the last 14 days to your brand after viewing video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_branded_searches,Integer,Branded search made in the last 14 days after viewing video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_conversion_rate,Double Precision,Conversions / Total number of visitors; number of customers who purchased the product divided by the total number of visitors
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_new_to_brand_orders,Integer,Number of orders over a 14 day period from first time customers who have not interacted with the brand over the past year  
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_new_to_brand_sales,Double Precision,Number of sales over a 14 day period from first time customers who have not interacted with the brand over the past year  les 
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_new_to_brand_units,Integer,Number of units over a 14 day period from first time customers who have not interacted with the brand over the past year  les 
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_percentage_new_to_brand_order_rate,Double Precision,Number of new to brand orders / Number of new to brand impressions
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_percentage_new_to_brand_orders,Double Precision,Percentage of orders over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_percentage_new_to_brand_sales,Double Precision,Percentage of sales over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_percentage_new_to_brand_units,Double Precision,Percentage of units over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_total_orders,Integer,Total number of orders that were purchased through the ad over a 14 day period
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_total_sales,Double Precision,Number of sales over a 14 days period attributable to the brand ad campaign
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,14_day_total_units,Integer,Total number of units that were purchased through the ad over a 14 day period
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,campaign_name,Character Varying,Name of the advertising campaign
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,click_through_rate_for_views_vCTR,Double Precision,Rate of which clicks were generated per view.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,click_thru_rate_ctr,Double Precision,"Equals to clicks / impressions, number of people who click on your ad / number of people who have seen the ad"
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,clicks,Integer,Number of times a product ad is clicked on and customer is taken to the product detail page
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,cost_per_click_cpc,Double Precision,Cost per click when a customer clicks on the ad
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,currency,Character Varying,Currency used for the purchase
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,date,timestamp with time zone,Date the ad is running
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,id,Integer ,Unique number assigned to every line in the table
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,impressions,Integer,Number of times a product ad is viewed by the customer
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,portfolio_name,Character Varying,Name of portfolio containing advertising campaigns
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,spend,Double Precision,Cost spent on the advertising campaign
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,total_advertising_cost_of_sales_acos,Double Precision,Total advertising costs of sales (ACOS)
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,total_return_on_advertising_spend_roas,Double Precision,Total return on the ad spending
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,video_complete_views,Integer,Views that viewed the video in its entirety.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,video_first_quartile_views,Integer,Views that made it through the first 25% of the video.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,video_midpoint_views,Integer,Views that made it through 50% of the video.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,video_third_quartile_views,Integer,Views that made it through 75% of the video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,video_unmutes,Integer,Times customer unmuted the video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,view_through_rate_vtr,Double Precision,Percentage of time ad was viewed.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign,viewable_impressions,Integer,The number of times an ad was viewed by customers.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,_created_on,timestamp with time zone,Date the record was created
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,_revision,Integer,Number of times the record has changed
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,5_second_view_rate,Double Precision,Rate of views that were on 5 second views
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,5_second_views,Integer,5 second views
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_brand_total_detail_page_views,Integer,Detail page views in the last 14 days to your brand after viewing video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_branded_searches,Integer,Branded search made in the last 14 days after viewing video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_conversion_rate,Double Precision,Conversions / Total number of visitors; number of customers who purchased the product divided by the total number of visitors
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_new_to_brand_orders,Integer,Number of orders over a 14 day period from first time customers who have not interacted with the brand over the past year  
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_new_to_brand_sales,Double Precision,Number of sales over a 14 day period from first time customers who have not interacted with the brand over the past year  les 
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_new_to_brand_units,Integer,Number of units over a 14 day period from first time customers who have not interacted with the brand over the past year  les 
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_percentage_new_to_brand_order_rate,Double Precision,Number of new to brand orders / Number of new to brand impressions
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_percentage_new_to_brand_orders,Double Precision,Percentage of orders over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_percentage_new_to_brand_sales,Double Precision,Percentage of sales over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_percentage_new_to_brand_units,Double Precision,Percentage of units over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_total_orders,Integer,Total number of orders that were purchased through the ad over a 14 day period
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_total_sales,Double Precision,Number of sales over a 14 days period attributable to the brand ad campaign
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,14_day_total_units,Integer,Total number of units that were purchased through the ad over a 14 day period
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,campaign_name,Character Varying,Name of the advertising campaign
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,click_through_rate_for_views_vCTR,Double Precision,Rate of which clicks were generated per view.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,click_thru_rate_ctr,Double Precision,"Equals to clicks / impressions, number of people who click on your ad / number of people who have seen the ad"
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,clicks,Integer,Number of times a product ad is clicked on and customer is taken to the product detail page
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,cost_per_click_cpc,Double Precision,Cost per click when a customer clicks on the ad
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,currency,Character Varying,Currency used for the purchase
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,date,timestamp with time zone,Date the ad is running
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,id,Integer ,Unique number assigned to every line in the table
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,impressions,Integer,Number of times a product ad is viewed by the customer
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,placement_type,Character Varying,"Where the ad campaign is placed: Top of search, bottom of search, left-hand rail, and other placements"
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,portfolio_name,Character Varying,Name of portfolio containing advertising campaigns
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,spend,Double Precision,Cost spent on the advertising campaign
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,total_advertising_cost_of_sales_acos,Double Precision,Total advertising costs of sales (ACOS)
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,total_return_on_advertising_spend_roas,Double Precision,Total return on the ad spending
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,video_complete_views,Integer,Views that viewed the video in its entirety.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,video_first_quartile_views,Integer,Views that made it through the first 25% of the video.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,video_midpoint_views,Integer,Views that made it through 50% of the video.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,video_third_quartile_views,Integer,Views that made it through 75% of the video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,video_unmutes,Integer,Times customer unmuted the video
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,view_through_rate_vtr,Double Precision,Percentage of time ad was viewed.
SC,Sponsored Brands: campaigns,ads_sponsored_brands_campaign_placement,viewable_impressions,Integer,The number of times an ad was viewed by customers.
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,_created_on,timestamp with time zone,Date the record was created
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,_revision,Integer,Number of times the record has changed
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,5_second_view_rate,Double Precision,Rate of views that were on 5 second views
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,5_second_views,Integer,5 second views
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_brand_total_detail_page_views,Integer,Detail page views in the last 14 days to your brand after viewing video
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_branded_searches,Integer,Branded search made in the last 14 days after viewing video
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_conversion_rate,Double Precision,Conversions / Total number of visitors; number of customers who purchased the product divided by the total number of visitors
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_new_to_brand_orders,Integer,Number of orders over a 14 day period from first time customers who have not interacted with the brand over the past year  
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_new_to_brand_sales,Double Precision,Number of sales over a 14 day period from first time customers who have not interacted with the brand over the past year  les 
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_new_to_brand_units,Integer,Number of units over a 14 day period from first time customers who have not interacted with the brand over the past year  les 
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_percentage_new_to_brand_order_rate,Double Precision,Number of new to brand orders / Number of new to brand impressions
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_percentage_new_to_brand_orders,Double Precision,Percentage of orders over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_percentage_new_to_brand_sales,Double Precision,Percentage of sales over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_percentage_new_to_brand_units,Double Precision,Percentage of units over a 14 day period from first time customers who have not interacted with the brand over the past year
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_total_orders,Integer,Total number of orders that were purchased through the ad over a 14 day period
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_total_sales,Double Precision,Number of sales over a 14 days period attributable to the brand ad campaign
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,14_day_total_units,Integer,Total number of units that were purchased through the ad over a 14 day period
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,ad_group_name,Character Varying,Name of ad group
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,campaign_name,Character Varying,Name of the advertising campaign
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,click_through_rate_for_views_vCTR,Double Precision,Rate of which clicks were generated per view.
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,click_thru_rate_ctr,Double Precision,"Equals to clicks / impressions, number of people who click on your ad / number of people who have seen the ad"
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,clicks,Integer,Number of times a product ad is clicked on and customer is taken to the product detail page
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,cost_per_click_cpc,Double Precision,Cost per click when a customer clicks on the ad
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,currency,Character Varying,Currency used for the purchase
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,date,timestamp with time zone,Date the ad is running
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,id,Integer ,Unique number assigned to every line in the table
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,impressions,Integer,Number of times a product ad is viewed by the customer
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,match_type,Character Varying,Which search terms your ads are eligible to show against
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,portfolio_name,Character Varying,Name of portfolio containing advertising campaigns
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,spend,Double Precision,Cost spent on the advertising campaign
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,targeting,Character Varying,Keywords and search terms to target customers searching for a specific item
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,total_advertising_cost_of_sales_acos,Double Precision,Total advertising costs of sales (ACOS)
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,total_return_on_advertising_spend_roas,Double Precision,Total return on the ad spending
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,video_complete_views,Integer,Views that viewed the video in its entirety.
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,video_first_quartile_views,Integer,Views that made it through the first 25% of the video.
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,video_midpoint_views,Integer,Views that made it through 50% of the video.
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,video_third_quartile_views,Integer,Views that made it through 75% of the video
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,video_unmutes,Integer,Times customer unmuted the video
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,view_through_rate_vtr,Double Precision,Percentage of time ad was viewed.
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword,viewable_impressions,Integer,The number of times an ad was viewed by customers.
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword_placement,_created_on,timestamp with time zone,Date the record was created
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword_placement,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword_placement,_revision,Integer,Number of times the record has changed
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword_placement,14_day_conversion_rate,Double Precision,Conversions / Total number of visitors; number of customers who purchased the product divided by the total number of visitors
SC,Sponsored Brands: keywords + targeting,ads_sponsored_brands_keyword_placement,14_day_new_to_brand_orders,Integer,Number of orders over a 14 day period from first time customers who have not interacted with the brand over the past year  
